value,source_line,source
"I had been contented with my life so far. In fact, I considered myself blessed to be born in a developed and meritocratic place like Singapore and to be born into a happy and relatively well-to-do family. But she sparked within me a certain envy- envy of her independence, her freedom- an envy that grew and consumed me all at once.",713905,en_US.blogs
"My TedXAustin 2011 experience can be described with several words: reflection, sharing, compassion, and understanding. This experience had energy that was different from the others. Many of the speakers spoke about pain, confusion, heart ache, and triumph. I didn't leave thinking that I was going to change the world, but I certainly did leave feeling a wider range of emotion than on a normal day. The day started with an engaging performance by Mother Falcon. Mother Falcon was like the liberal Austin version of classical music. Performance and style like that kind of make me wish I didn't give up on the piano 10 years ago. I was in awe.",135236,en_US.blogs
"Have a wonderful weekend, enjoy your people, your family, your friends, cherish each moment, remember to breathe and look around, take notice of the miracles and beauty that are all around us....sometimes, we just forget.....",372454,en_US.blogs
"And then D and K want to take pictures, so I show them how to use the camera.",718142,en_US.blogs
"Rather cryptic, don’t you think? It has an heir of inescapable mystery, one cannot deny. Now, I can look into this as an insight into a past life; a clue to the life of a spirit who once lived a unique, yet not so different life as my own. I can also look at it as a foreshadowing of things to come. Ultimately, as a gamer — if you read that one blog not too long ago — I can look at this as both my character’s class and backstory. Personally, I’ve always come to think of the derived meanings of our names as possible standards to live by. In any event, it’s all just fascinating enough to enter into the journal that is my blog. Which I am pleased to share with you all here, today.",757117,en_US.blogs
"I think i've spent the majority of this summer dreading the fall. I took a big break from blogging and we had a pretty nice summer vacation. We took a trip, got lots of visits from friends, did some hiking, rediscovered the love of golf, and discovered tennis. But underneath all that fun there was always the dread.........i get it every.single.year.",281905,en_US.blogs
"“It don’t matter who you speak to, you can’t…”",389326,en_US.blogs
This info goes under your name.,123466,en_US.blogs
"Today is the Serapeia, reckoned on several Roman calendars from late antiquity on this particular date yearly. No doubt, Hadrian’s Serapeum in Rome would have had a major festival on this date, if not many others throughout the year.",112280,en_US.blogs
"“Trick or treat?” he managed in a shaky voice, not his own at all.",40483,en_US.blogs
"Finally, I also have serious ethical issues with the company. Aside from how quickly they threw their agency under the bus after the Super Bowl ad debacle, it turns out there has been a lot of insider selling going on. The owners have taken out $870 million so far from the $1 billion they raised. Odd given that the company lost $150 million last quarter and needs lots of cash to compete and stay ahead of its rapidly growing list of competitors. (Read the article @Business Insider)",536547,en_US.blogs
"They crowned Him with a crown of thorns, red were His wounds and deep,",478353,en_US.blogs
"For my card I used Mark's Finest Papers, a Heinrich Co ""Today, Tomorrow and Always"" stamp set for my card. I colored my image with watercolor crayons. I also used two different techniques from Technique Junkies called Stacked Nesties and Our of the Box.. I hope you enjoyed my card, thanks for stopping by and commenting. Check out the challenge at SpeedyTV to play along.",648711,en_US.blogs
Everyone even at this moment,311279,en_US.blogs
"A happy note: This year’s 2 baby eagles, David and Alexandra, are active, healthy and strong and are getting ready to fly, any day now. (30 seconds into that video clip)",542916,en_US.blogs
What do you think? Great? Random? Who cares? xo,476904,en_US.blogs
"10. Burn Notice - Its a show about a fired (burned) spy named Micheal. He gets dumped in Miami and has nothing they call his ex girlfriend Fiona who is a bit trigger happy and his friend Sam who is retired and informs for the FBI. His mom also lives in Miami, but Micheal is not fond of his family. Another great show :D",502383,en_US.blogs
"This was not the time to find and try out a new recipe. So I went for a quick fix, an old favorite, Appleturnovers or appelflappen as we call them in Holland. I used to make these when I was a little girl with my mother and loved them.",601940,en_US.blogs
"There were days I began, not knowing if I could make it until sundown. But somehow, God gave me strength to keep moving, literally, since I couldn’t stop moving with the baby, so she would sleep. I honestly don’t know how I made it to this point, aside from God’s incredible grace and an amazing husband who burnt himself out assisting as well.",592881,en_US.blogs
